"unNo","psn","classOrDivision","subsidiaryHazard","segregation"
"3383","TOXIC BY INHALATION LIQUID, FLAMMABLE, N.O.S.","6.1","3",""
"3384","TOXIC BY INHALATION LIQUID, FLAMMABLE, N.O.S.","6.1","3",""
"3385","TOXIC BY INHALATION LIQUID, WATER-REACTIVE, N.O.S.","6.1","4.3","SG26"
"3386","TOXIC BY INHALATION LIQUID, WATER-REACTIVE, N.O.S.","6.1","4.3","SG26"
"3387","TOXIC BY INHALATION LIQUID, OXIDIZING, N.O.S.","6.1","5.1",""
"3388","TOXIC BY INHALATION LIQUID, OXIDIZING, N.O.S.","6.1","5.1",""
"3389","TOXIC BY INHALATION LIQUID, CORROSIVE, N.O.S.","6.1","8",""
"3390","TOXIC BY INHALATION LIQUID, CORROSIVE, N.O.S.","6.1","8",""
"3391","ORGANOMETALLIC SUBSTANCE, SOLID, PYROPHORIC","4.2","","SG26 SG72"
"3392","ORGANOMETALLIC SUBSTANCE, LIQUID, PYROPHORIC","4.2","","SG26 SG63 SG72"
"3393","ORGANOMETALLIC SUBSTANCE, SOLID, PYROPHORIC, WATER-REACTIVE","4.2","4.3","SG26 SG35 SG72"
"3394","ORGANOMETALLIC SUBSTANCE, LIQUID, PYROPHORIC, WATER-REACTIVE","4.2","4.3","SG26 SG35 SG63 SG72"
"3395","ORGANOMETALLIC SUBSTANCE, SOLID, WATER-REACTIVE","4.3","","SG26 SG35 SG72"
"3396","ORGANOMETALLIC SUBSTANCE, SOLID, WATER-REACTIVE, FLAMMABLE","4.3","4.1","SG26 SG35 SG72"
"3397","ORGANOMETALLIC SUBSTANCE, SOLID, WATER-REACTIVE, SELF-HEATING","4.3","4.2","SG26 SG35 SG72"
"3398","ORGANOMETALLIC SUBSTANCE, LIQUID, WATER-REACTIVE","4.3","","SG26 SG35 SG72"
"3399","ORGANOMETALLIC SUBSTANCE, LIQUID, WATER-REACTIVE, FLAMMABLE","4.3","3","SG26 SG35"
"3400","ORGANOMETALLIC SUBSTANCE, SOLID, SELF-HEATING","4.2","","SG72"
"3401","ALKALI METAL AMALGAM, SOLID","4.3","","SGG7 SGG11 SG26 SG35"
"3402","ALKALINE EARTH METAL AMALGAM, SOLID","4.3","","SGG7 SGG11 SG26 SG35"
"3403","POTASSIUM METAL ALLOYS, SOLID","4.3","","SG26 SG35"
"3404","POTASSIUM SODIUM ALLOYS, SOLID","4.3","","SG26 SG35"
"3405","BARIUM CHLORATE SOLUTION","5.1","6.1","SGG4 SG38 SG49 SG62"
"3213","BROMATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.","5.1","","SGG3 SG38 SG49 SG62"
"3213","BROMATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.","5.1","","SGG3 SG38 SG49 SG62"
"3214","PERMANGANATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.","5.1","","SGG14 SG38 SG49 SG60 SG62"
"3215","PERSULPHATES, INORGANIC, N.O.S.","5.1","","SG40 SG49"
"3216","PERSULPHATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.","5.1","","SG38 SG49 SG62"
"3218","NITRATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.","5.1","","SG38 SG49 SG62"
"3218","NITRATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.","5.1","","SG38 SG49 SG62"
"3219","NITRITES, INORGANIC, AQUEOUS SOLUTION, N.O.S.","5.1","","SGG12 SG38 SG49 SG62"
"3219","NITRITES, INORGANIC, AQUEOUS SOLUTION, N.O.S.","5.1","","SGG12 SG38 SG49 SG62"
"3220","PENTAFLUOROETHANE (REFRIGERANT GAS R 125)","2.2","","SG1"
"3221","SELF-REACTIVE LIQUID TYPE B","4.1","See SP181","SG1 SG35 SG36"
"3222","SELF-REACTIVE SOLID TYPE B","4.1","See SP181","SG1 SG35 SG36"
"3223","SELF-REACTIVE LIQUID TYPE C","4.1","","SG35 SG36"
"3224","SELF-REACTIVE SOLID TYPE C","4.1","","SG35 SG36"
"3225","SELF-REACTIVE LIQUID TYPE D","4.1","","SG35 SG36"
"3226","SELF-REACTIVE SOLID TYPE D","4.1","","SG35 SG36"
"3227","SELF-REACTIVE LIQUID TYPE E","4.1","","SG35 SG36"
"3228","SELF-REACTIVE SOLID TYPE E","4.1","","SG35 SG36"
"3229","SELF-REACTIVE LIQUID TYPE F","4.1","","SG35 SG36"
"3230","SELF-REACTIVE SOLID TYPE F","4.1","","SG35 SG36"
"3231","SELF-REACTIVE LIQUID TYPE B. TEMPERATURE CONTROLLED","4.1","See SP181","SG1 SG35 SG36"
"3232","SELF-REACTIVE SOLID TYPE B. TEMPERATURE CONTROLLED","4.1","See SP181","SG35 SG36"
"3233","SELF-REACTIVE LIQUID TYPE C. TEMPERATURE CONTROLLED","4.1","","SG35 SG36"
"3234","SELF-REACTIVE SOLID TYPE C. TEMPERATURE CONTROLLED","4.1","","SG35 SG36"
"3235","SELF-REACTIVE LIQUID TYPE D, TEMPERATURE CONTROLLED","4.1","","SG35 SG36"
"3236","SELF-REACTIVE SOLID TYPE D, TEMPERATURE CONTROLLED","4.1","","SG35 SG36"
"3237","SELF-REACTIVE LIQUID TYPE E. TEMPERATURE CONTROLLED","4.1","","SG35 SG36"
"3238","SELF-REACTIVE SOLID TYPE E, TEMPERATURE CONTROLLED","4.1","","SG35 SG36"
"3239","SELF-REACTIVE LIQUID TYPE F, TEMPERATURE CONTROLLED","4.1","","SG35 SG36"
"3240","SELF-REACTIVE SOLID TYPE F. TEMPERATURE CONTROLLED","4.1","","SG35 SG36"
"3241","2-BROMO-2-NITROPROPANE- 1,3-DIOL","4.1","","SG17 SG35 SG36"
"3242","AZODICARBONAMIDE","4.1","",""
"3243","SOLIDS CONTAINING TOXIC LIQUID, N.O.S.","6.1","",""
"3244","SOLIDS CONTAINING CORROSIVE LIQUID, N.O.S.","8","",""
"3245","GENETICALLY MODIFIED MICROORGANISMS or GENETICALLY MODIFIED ORGANISMS","9","","SG50"
"3246","METHANESULPHONYL CHLORIDE","6.1 8","","SGG1 SG36 SG49"
"3247","SODIUM PEROXOBORATE, ANHYDROUS","5.1","",""
"3248","MEDICINE, LIQUID, FLAMMABLE, TOXIC, N.O.S.","6.1","",""
"3248","MEDICINE, LIQUID, FLAMMABLE, TOXIC, N.O.S.","6.1","",""
"3249","MEDICINE, SOLID, TOXIC, N.O.S.","6.1","",""
"3249","MEDICINE, SOLID, TOXIC, N.O.S.","6.1","",""
"3250","CHLOROACETIC ACID, MOLTEN","8","",""
"3251","ISOSORBIDE-5-MONONITRATE","4.1","",""
"3252","DIFLUOROMETHANE (REFRIGERANT GAS R32)","2.1","",""
"3253","DISODIUM TRIOXOSILICATE","8","","SGG18 SG35"
"3254","TRIBUTYLPHOSPHANE","4.2","","SG44"
"3255","tert-BUTYL HYPOCHLORITE","4.2","8","SGG8"
"3256","ELEVATED TEMPERATURE LIQUID, FLAMMABLE, N.O.S.","9","",""
"3257","ELEVATED TEMPERATURE LIQUID, N.O.S. AT OR ABOVE 100C","9","",""
"3258","ELEVATED TEMPERATURE SOLID, N.O.S. AT OR ABOVE 240C","9","",""
"3259","AMINES, SOLID, CORROSIVE, N.O.S.","8","","SGG18 SG35"
"3259","AMINES, SOLID, CORROSIVE, N.O.S.","8","","SGG18 SG35"
"3259","AMINES, SOLID, CORROSIVE, N.O.S.","8","","SGG18 SG35"
"3260","CORROSIVE SOLID, ACIDIC, INORGANIC, N.O.S.","8","","SGG1 SG36 SG49"
"3260","CORROSIVE SOLID, ACIDIC, INORGANIC, N.O.S.","8","","SGG1 SG36 SG49"
"3260","CORROSIVE SOLID, ACIDIC, INORGANIC, N.O.S.","8","","SGG1 SG36 SG49"
"3261","CORROSIVE SOLID, ACIDIC, ORGANIC, N.O.S.","8","","SGG1 SG36 SG49"
"3261","CORROSIVE SOLID, ACIDIC, ORGANIC, N.O.S.","8","","SGG1 SG36 SG49"
"3261","CORROSIVE SOLID, ACIDIC, ORGANIC, N.O.S.","8","","SGG1 SG36 SG49"
"3262","CORROSIVE SOLID, BASIC, INORGANIC, N.O.S.","8","","SGG18 SG35"
"3262","CORROSIVE SOLID, BASIC, INORGANIC, N.O.S.","8","","SGG18 SG35"
"3262","CORROSIVE SOLID, BASIC, INORGANIC, N.O.S.","8","","SGG18 SG35"
"3263","CORROSIVE SOLID, BASIC, ORGANIC, N.O.S.","8","","SGG18 SG35"
"3263","CORROSIVE SOLID, BASIC, ORGANIC, N.O.S.","8","","SGG18 SG35"
"3263","CORROSIVE SOLID, BASIC, ORGANIC, N.O.S.","8","","SGG18 SG35"
"3264","CORROSIVE LIQUID, ACIDIC, INORGANIC, N.O.S.","8","","SGG1 SG36 SG49"
"3264","CORROSIVE LIQUID, ACIDIC, INORGANIC, N.O.S.","8","","SGG1 SG36 SG49"
"3264","CORROSIVE LIQUID, ACIDIC, INORGANIC, N.O.S.","8","","SGG1 SG36 SG49"
"3265","CORROSIVE LIQUID, ACIDIC, ORGANIC, N.O.S.","8","","SGG1 SG36 SG49"
"3265","CORROSIVE LIQUID, ACIDIC, ORGANIC, N.O.S.","8","","SGG1 SG36 SG49"
"3265","CORROSIVE LIQUID, ACIDIC, ORGANIC, N.O.S.","8","","SGG1 SG36 SG49"
"3266","CORROSIVE LIQUID, BASIC, INORGANIC, N.O.S.","8","","SGG18 SG35"
"3266","CORROSIVE LIQUID, BASIC, INORGANIC, N.O.S.","8","","SGG18 SG35"
"3266","CORROSIVE LIQUID, BASIC, INORGANIC, N.O.S.","8","","SGG18 SG35"
"3267","CORROSIVE LIQUID, BASIC, ORGANIC, N.O.S.","8","","SGG18 SG35"
"3267","CORROSIVE LIQUID, BASIC, ORGANIC, N.O.S.","8","","SGG18 SG35"
"3267","CORROSIVE LIQUID, BASIC, ORGANIC, N.O.S.","8","","SGG18 SG35"
"3268","SAFETY DEVICES, electrically initiated","9","",""
"3269","POLYESTER RESIN KIT, liquid base material","3","",""
"3269","POLYESTER RESIN KIT, liquid base material","3","",""
"3270","NITROCELLULOSE MEMBRANE FILTERS","4.1","",""
"3271","ETHERS, N.O.S.","3","",""
"3271","ETHERS, N.O.S.","3","",""
"3272","ESTERS, N.O.S.","3","",""
"3272","ESTERS, N.O.S.","3","",""
"3273","NITRILES, FLAMMABLE, TOXIC, N.O.S.","3","6.1","SG35"
"3273","NITRILES, FLAMMABLE, TOXIC, N.O.S.","3","6.1","SG35"
"3274","ALCOHOLATES SOLUTION, N.O.S. IN ALCOHOL","3","8","SGG18 SG35"
"3275","NITRILES, TOXIC, FLAMMABLE, N.O.S.","6.1","3","SG35"
"3275","NITRILES, TOXIC, FLAMMABLE, N.O.S.","6.1","3","SG35"
"3276","NITRILES, LIQUID, TOXIC, N.O.S.","6.1","","SG35"
"3276","NITRILES, LIQUID, TOXIC, N.O.S.","6.1","","SG35"
"3276","NITRILES, LIQUID, TOXIC, N.O.S.","6.1","","SG35"
"3277","CHLOROFORMATES, TOXIC, CORROSIVE, N.O.S.","6.1","8","SGG1 SG38 SG49"
"3278","ORGANOPHOSPHORUS COMPOUND, LIQUID, TOXIC, N.O.S.","6.1","",""
"3278","ORGANOPHOSPHORUS COMPOUND, LIQUID, TOXIC, N.O.S.","6.1","",""
"3278","ORGANOPHOSPHORUS COMPOUND, LIQUID, TOXIC, N.O.S.","6.1","",""
"3279","ORGANOPHOSPHORUS COMPOUND, TOXIC, FLAMMABLE, N.O.S.","6.1","3",""
"3279","ORGANOPHOSPHORUS COMPOUND, TOXIC, FLAMMABLE, N.O.S.","6.1","3",""
"3280","ORGANOARSENIC COMPOUND, LIQUID, N.O.S.","6.1","",""
"3280","ORGANOARSENIC COMPOUND, LIQUID, N.O.S.","6.1","",""
"3280","ORGANOARSENIC COMPOUND, LIQUID, N.O.S.","6.1","",""
"3281","METAL CARBONYLS, LIQUID, N.O.S.","6.1","",""
"3281","METAL CARBONYLS, LIQUID, N.O.S.","6.1","",""
"3281","METAL CARBONYLS, LIQUID, N.O.S.","6.1","",""
"3282","ORGANOMETALLIC COMPOUND, LIQUID, TOXIC, N.O.S.","6.1","",""
"3282","ORGANOMETALLIC COMPOUND, LIQUID, TOXIC, N.O.S.","6.1","",""
"3282","ORGANOMETALLIC COMPOUND, LIQUID, TOXIC, N.O.S.","6.1","",""
"3283","SELENIUM COMPOUND, SOLID, N.O.S.","6.1","",""
"3283","SELENIUM COMPOUND, SOLID, N.O.S.","6.1","",""
"3283","SELENIUM COMPOUND, SOLID, N.O.S.","6.1","",""
"3284","TELLURIUM COMPOUND, N.O.S.","6.1","",""
"3284","TELLURIUM COMPOUND, N.O.S.","6.1","",""
"3284","TELLURIUM COMPOUND, N.O.S.","6.1","",""
"3285","VANADIUM COMPOUND, N.O.S.","6.1","",""
"3285","VANADIUM COMPOUND, N.O.S.","6.1","",""
"3285","VANADIUM COMPOUND, N.O.S.","6.1","",""
"3286","FLAMMABLE LIQUID, TOXIC, CORROSIVE, N.O.S.","3","6.1 8","SG5 SG8"
"3286","FLAMMABLE LIQUID, TOXIC, CORROSIVE, N.O.S.","3","6.1 8","SG5 SG8"
"3287","TOXIC LIQUID, INORGANIC, N.O.S.","6.1","",""
"3287","TOXIC LIQUID, INORGANIC, N.O.S.","6.1","",""
"3287","TOXIC LIQUID, INORGANIC, N.O.S.","6.1","",""
"3288","TOXIC SOLID, INORGANIC, N.O.S.","6.1","",""
"3288","TOXIC SOLID, INORGANIC, N.O.S.","6.1","",""
"3288","TOXIC SOLID, INORGANIC, N.O.S.","6.1","",""
"3289","TOXIC LIQUID, CORROSIVE, INORGANIC, N.O.S.","6.1","8",""
"3289","TOXIC LIQUID, CORROSIVE, INORGANIC, N.O.S.","6.1","8",""
"3290","TOXIC SOLID, CORROSIVE, INORGANIC, N.O.S.","6.1","8",""
"3290","TOXIC SOLID, CORROSIVE, INORGANIC, N.O.S.","6.1","8",""
"3291","CLINICAL WASTE. UNSPECIFIED, N.O.S.","6.2","",""
"3292","BATTERIES, CONTAINING METALLIC SODIUM","4.3","","SG26"
"3293","HYDRAZINE, AQUEOUS SOLUTION","6.1","","SGG18 SG35"
"3294","HYDROGEN CYANIDE, SOLUTION IN ALCOHOL","6.1","3",""
"3295","HYDROCARBONS, LIQUID, N.O.S.","3","",""
"3295","HYDROCARBONS, LIQUID, N.O.S.","3","",""
"3295","HYDROCARBONS, LIQUID, N.O.S.","3","",""
"3296","HEPTAFLUOROPROPANE (REFRIGERANT GAS R 227)","2.2","",""
"3297","ETHYLENE OXIDE AND CHLOROTETRAFLUOROETHANE MIXTURE","2.2","",""
"3298","ETHYLENE OXIDE AND PENTAFLUOROETHANE MIXTURE","2.2","",""
"3299","ETHYLENE OXIDE AND TETRAFLUOROETHANE MIXTURE","2.2","",""
"3300","ETHYLENE OXIDE AND CARBON DIOXIDE MIXTURE","2.3","2.1",""
"3301","CORROSIVE LIQUID, SELF-HEATING, N.O.S.","8","4.2",""
"3301","CORROSIVE LIQUID, SELF-HEATING, N.O.S.","8","4.2",""
"3302","2-DIMETHYLAMINOETHYL ACRYLATE, STABILIZED","6.1","",""
"3303","COMPRESSED GAS, TOXIC, OXIDIZING, N.O.S.","2.3","5.1",""
"3304","COMPRESSED GAS, TOXIC, CORROSIVE, N.O.S.","2.3","8",""
"3305","COMPRESSED GAS, TOXIC, FLAMMABLE, CORROSIVE, N.O.S.","2.3","2.1 8","SG4 SG9"
"3306","COMPRESSED GAS, TOXIC, OXIDIZING, CORROSIVE, N.O.S.","2.3","5.1 8","SG6 SG19"
"3307","LIQUEFIED GAS, TOXIC, OXIDIZING, N.O.S.","2.3","5.1","SG6 SG19"
"3308","LIQUEFIED GAS, TOXIC, CORROSIVE, N.O.S.","2.3","8",""
"3309","LIQUEFIED GAS, TOXIC, FLAMMABLE, CORROSIVE, N.O.S.","2.3","2.1 8","SG4 SG9"
"3310","LIQUEFIED GAS, TOXIC, OXIDIZING, CORROSIVE, N.O.S.","2.3","5.1 8","SG6 SG19"
"3311","GAS, REFRIGERATED LIQUID, OXIDIZING, N.O.S.","2.2","5.1",""
"3312","GAS, REFRIGERATED LIQUID, FLAMMABLE, N.O.S.","2.1","",""
"3313","ORGANIC PIGMENTS, SELF-HEATING","4.2","",""
"3313","ORGANIC PIGMENTS, SELF-HEATING","4.2","",""
"3314","PLASTICS MOULDING COMPOUND","9","","SG5 SG14"
"3315","CHEMICAL SAMPLE, TOXIC","6.1","",""
"3316","CHEMICAL KIT or FIRST AID KIT","9","",""
"3317","2-AMINO-4,6-DINITROPHENOL, WETTED","4.1","","SG7 SG30"
"3205","ALKALINE EARTH METAL ALCOHOLATES, N.O.S.","4.2","",""
"3206","ALKALI METAL ALCOHOLATES, SELF-HEATING, CORROSIVE N.O.S.","4.2","8","SGG1B SG35"
"3208","METALLIC SUBSTANCE, WATER-REACTIVE, N.O.S.","4.3","","SG26"
"3209","METALLIC SUBSTANCE, WATER-REACTIVE, SELF-HEATING, N.O.S.","4.3","4.2","SG26"
"3210","CHLORATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.","5.1","","SG38 SG49 SG62"
"3211","PERCHLORATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.","5.1","","SGG13 SG38 SG49 SG62"
"3212","HYPOCHLORITES, INORGANIC, N.O.S.","5.1","","SGG8 SG35 SG38 SG49 SG53 SG60"
"3093","CORROSIVE LIQUID, OXIDIZING, N.O.S.","8","5.1",""
"3094","CORROSIVE LIQUID, WATER-REACTIVE, N.O.S.","8","4.3","SG26"
"3095","CORROSIVE SOLID, SELF-HEATING, N.O.S.","8","4.2",""
"3096","CORROSIVE SOLID, WATER-REACTIVE, N.O.S.","8","4.3","SG26"
"3097","FLAMMABLE SOLID, OXIDIZING, N.O.S.","4.1","5.1",""
"3098","OXIDIZING LIQUID, CORROSIVE, N.O.S.","5.1","8","SG38 SG49 SG60"
"3099","OXIDIZING LIQUID, TOXIC, N.O.S.","5.1","6.1","SG38 SG49 SG60"
"3100","OXIDIZING SOLID, SELF-HEATING, N.O.S.","5.1","4.2","SG60"
"3101","ORGANIC PEROXIDE TYPE B, LIQUID","5.2","","SG1 SG35 SG36 SG72"
"3102","ORGANIC PEROXIDE TYPE B, SOLID","5.2","","SG1 SG35 SG36 SG72"
"3103","ORGANIC PEROXIDE TYPE C, LIQUID","5.2","","SG35 SG36 SG72"
"3104","ORGANIC PEROXIDE TYPE C, SOLID","5.2","","SG35 SG36 SG72"
"3105","ORGANIC PEROXIDE TYPE D, LIQUID","5.2","","SG35 SG36 SG72"
"3106","ORGANIC PEROXIDE TYPE D, SOLID","5.2","","SG35 SG36 SG72"
"3107","ORGANIC PEROXIDE TYPE E, LIQUID","5.2","","SG35 SG36 SG72"
"3108","ORGANIC PEROXIDE TYPE E, SOLID","5.2","","SG35 SG36 SG72"
"3109","ORGANIC PEROXIDE TYPE F, LIQUID","5.2","","SG35 SG36 SG72"
"3110","ORGANIC PEROXIDE TYPE F, SOLID","5.2","","SG35 SG36 SG72"
"3111","ORGANIC PEROXIDE TYPE B, LIQUID, TEMPERATURE CONTROLLED","5.2","","SG1 SG35"
"3112","ORGANIC PEROXIDE TYPE B, SOLID, TEMPERATURE CONTROLLED","5.2","","SG1 SG35"
"3113","ORGANIC PEROXIDE TYPE C, LIQUID, TEMPERATURE CONTROLLED","5.2","","SG35"
"3114","ORGANIC PEROXIDE TYPE C, SOLID, TEMPERATURE CONTROLLED","5.2","","SG35 SG36 SG72"
"3115","ORGANIC PEROXIDE TYPE D, LIQUID, TEMPERATURE CONTROLLED","5.2","","SG35 SG36 SG72"
"3116","ORGANIC PEROXIDE TYPE D, SOLID, TEMPERATURE CONTROLLED","5.2","","SG35 SG36 SG72"
"3117","ORGANIC PEROXIDE TYPE E, LIQUID, TEMPERATURE CONTROLLED","5.2","","SG35 SG36"
"3118","ORGANIC PEROXIDE TYPE E, SOLID, TEMPERATURE CONTROLLED","5.2","","SG35 SG36 SG72"
"3119","ORGANIC PEROXIDE TYPE F, LIQUID, TEMPERATURE CONTROLLED","5.2","","SG35 SG36"
"3120","ORGANIC PEROXIDE TYPE F, SOLID, TEMPERATURE CONTROLLED","5.2","","SG35 SG36 SG72"
"3121","OXIDIZING SOLID, WATER-REACTIVE, N.O.S.","5.1","4.3","SG26"
"3122","TOXIC LIQUID, OXIDIZING, N.O.S.","6.1","5.1",""
"3123","TOXIC LIQUID, WATER-REACTIVE, N.O.S.","6.1","4.3","SG26"
"3124","TOXIC SOLID, SELF-HEATING, N.O.S.","6.1","4.2",""
"3125","TOXIC SOLID, WATER-REACTIVE, N.O.S.","6.1","4.3","SG26"
"3126","SELF-HEATING SOLID, CORROSIVE, ORGANIC, N.O.S.","4.2","8",""
"3127","SELF-HEATING SOLID, OXIDIZING, N.O.S.","4.2","5.1",""
"3128","SELF-HEATING SOLID, TOXIC, ORGANIC, N.O.S.","4.2","6.1",""
"3129","WATER-REACTIVE LIQUID, CORROSIVE, N.O.S.","4.3","8","SG26"
"3130","WATER-REACTIVE LIQUID, TOXIC, N.O.S.","4.3","6.1","SG26"
"3131","WATER-REACTIVE SOLID, CORROSIVE, N.O.S.","4.3","8","SG26"
"3132","WATER-REACTIVE SOLID, FLAMMABLE, N.O.S.","4.3","4.1","SG26"
"3133","WATER-REACTIVE SOLID, OXIDIZING, N.O.S.","4.3","5.1","SG26"
"3134","WATER-REACTIVE SOLID, TOXIC, N.O.S.","4.3","6.1","SG26"
"3135","WATER-REACTIVE SOLID, SELF-HEATING, N.O.S.","4.3","4.2","SG26"
"3085","OXIDIZING SOLID, CORROSIVE, N.O.S.","5.1","8","SG38 SG49 SG60"
"3086","TOXIC SOLID, OXIDIZING, N.O.S.","5.1","6.1",""
"3087","OXIDIZING SOLID, TOXIC, N.O.S.","6.1","5.1","SG38 SG49 SG60"
"3088","SELF-HEATING SOLID, ORGANIC, N.O.S.","4.2","",""
"3089","METAL POWDER, FLAMMABLE, N.O.S.","4.1","","SGG7 SGG15 SG17 SG25 SG26"
"3090","LITHIUM METAL BATTERIES","9","","SG17 SG25 SG26"
"3091","LITHIUM METAL BATTERIES CONTAINED IN EQUIPMENT","9","",""
"3092","1-METHOXY-2-PROPANOL","3","",""
"2935","ETHYL 2-CHLOROPROPIONATE","3","",""
"2936","THIOLACTIC ACID","6.1","",""
"2937","alpha-METHYLBENZYL ALCOHOL, LIQUID","6.1","",""
"2940","9-PHOSPHABICYCLONONANES","4.2","",""
"2941","FLUOROANILINES","6.1","",""
"2942","2-TRIFLUOROMETHYLANILINE","6.1","",""
"2943","TETRAHYDRO-FURFURYLAMINE","3","",""
"2945","N-METHYLBUTYLAMINE","3","8","SG35"
"2946","2-AMINO-5-DIETHYLAMINO-PENTANE","6.1","",""
"2947","ISOPROPYL CHLOROACETATE","3","",""
"2948","3-TRIFLUOROMETHYLANILINE","6.1","",""
"2949","SODIUM HYDROSULPHIDE, HYDRATED","8","","SGG18 SG35"
"2950","MAGNESIUM GRANULES, COATED","4.3","","SGG15 SG26 SG35"
"2956","5-tert-BUTYL-2,4,6-TRINITRO-m-XYLENE","4.1","","SG1"
"2965","BORON TRIFLUORIDE DIMETHYL ETHERATE","4.3","3/8","SG5 SG8 SG13 SG25 SG26"
"2966","THIOGLYCOL","6.1","",""
"2967","SULPHAMIC ACID","8","","SGG1 SG36 SG49"
"2968","MANEB, STABILIZED","4.3","","SG26 SG29 SG35"
"2969","CASTOR BEANS","9","","SG10 SG18 SG29"
"2977","RADIOACTIVE MATERIAL, URANIUM HEXAFLUORIDE, FISSILE","7","6.1/8","SG17 SG76 SG78"
"2978","RADIOACTIVE MATERIAL, URANIUM HEXAFLUORIDE","7","6.1/8","SG17 SG76 SG78"
"2983","ETHYLENE OXIDE AND PROPYLENE OXIDE MIXTURE","3","6.1","SG16 SG59 SG72"
"2984","HYDROGEN PEROXIDE, AQUEOUS SOLUTION","5.1","","SGG1 SG36 SG49"
"2985","CHLOROSILANES, FLAMMABLE, CORROSIVE, N.O.S.","3","8","SGG1 SG36 SG49"
"2986","CHLOROSILANES, CORROSIVE, FLAMMABLE, N.O.S.","8","3","SGG1 SG36 SG49"
"2987","CHLOROSILANES, CORROSIVE, N.O.S.","8","","SGG1 SG36 SG49"
"2988","CHLOROSILANES, WATER-REACTIVE, FLAMMABLE, CORROSIVE, N.O.S.","4.3","3/8","SGG1 SG5 SG8 SG13 SG25 SG26 SG36 SG49"
"2989","LEAD PHOSPHITE, DIBASIC","4.1","","SGG7 SGG9 SG29"
"2990","LIFE-SAVING APPLIANCES, SELF-INFLATING","9","","SG18 SG71"
"2991","CARBAMATE PESTICIDE, LIQUID, TOXIC, FLAMMABLE","6.1","3",""
"2992","CARBAMATE PESTICIDE, LIQUID, TOXIC","6.1","",""
"2993","ARSENICAL PESTICIDE, LIQUID, TOXIC, FLAMMABLE","6.1","3","SG18 SG71"
"2994","ARSENICAL PESTICIDE, LIQUID, TOXIC","6.1","",""
"2995","ORGANOCHLORINE PESTICIDE, LIQUID, TOXIC, FLAMMABLE","6.1","3",""
"2996","ORGANOCHLORINE PESTICIDE, LIQUID, TOXIC","6.1","",""
"2997","TRIAZINE PESTICIDE, LIQUID, TOXIC, FLAMMABLE","6.1","3",""
"2998","TRIAZINE PESTICIDE, LIQUID, TOXIC","6.1","",""
"3005","THIOCARBAMATE PESTICIDE, LIQUID, TOXIC, FLAMMABLE","6.1","3",""
"3006","THIOCARBAMATE PESTICIDE, LIQUID, TOXIC","6.1","",""
"3009","COPPER BASED PESTICIDE, LIQUID, TOXIC, FLAMMABLE","6.1","3",""
"3010","COPPER BASED PESTICIDE, LIQUID, TOXIC","6.1","",""
"3011","MERCURY BASED PESTICIDE, LIQUID, TOXIC, FLAMMABLE","6.1","3","SGG7 SGG11"
"3012","MERCURY BASED PESTICIDE, LIQUID, TOXIC","6.1","","SGG7 SGG11"
"3013","SUBSTITUTED NITROPHENOL PESTICIDE, LIQUID, TOXIC, FLAMMABLE","6.1","3",""
"3014","SUBSTITUTED NITROPHENOL PESTICIDE, LIQUID, TOXIC","6.1","",""
"3015","BIPYRIDILIUM PESTICIDE, LIQUID, TOXIC, FLAMMABLE","6.1","3",""
"3016","BIPYRIDILIUM PESTICIDE, LIQUID, TOXIC","6.1","",""
"3017","ORGANOPHOSPHORUS PESTICIDE, LIQUID, TOXIC, FLAMMABLE","6.1","3",""
"3018","ORGANOPHOSPHORUS PESTICIDE, LIQUID, TOXIC","6.1","",""
"3019","ORGANOTIN PESTICIDE, LIQUID, TOXIC, FLAMMABLE","6.1","3",""
"3020","ORGANOTIN PESTICIDE, LIQUID, TOXIC","6.1","",""
"3021","PESTICIDE, LIQUID, FLAMMABLE, TOXIC, N.O.S.","3","6.1",""
"3022","1,2-BUTYLENE OXIDE, STABILIZED","3","","SG20 SG21"
"3023","2-METHYL-2-HEPTANETHIOL","6.1","3","SG57"
"3024","COUMARIN DERIVATIVE PESTICIDE, LIQUID, FLAMMABLE, TOXIC","3","6.1",""
"3025","COUMARIN DERIVATIVE PESTICIDE, LIQUID, TOXIC, FLAMMABLE","6.1","3",""
"3026","COUMARIN DERIVATIVE PESTICIDE, LIQUID, TOXIC","6.1","",""
"3027","COUMARIN DERIVATIVE PESTICIDE, SOLID, TOXIC","6.1","",""
"3028","BATTERIES, DRY, CONTAINING POTASSIUM HYDROXIDE, SOLID","8","","SGG18 SG35"
"3048","ALUMINIUM PHOSPHIDE PESTICIDE","6.1","",""
"3054","CYCLOHEXYL MERCAPTAN","3","","SG50 SG57"
"3055","2-(2-AMINOETHOXY) ETHANOL","8","","SG35"
"3056","n-HEPTALDEHYDE","3","",""
"3057","TRIFLUOROACETYL CHLORIDE","2.3","8",""
"3064","NITROGLYCERIN SOLUTION IN ALCOHOL","3","",""
